company,sources,headquarters,industry,found_ats,verified_slug,job_count
Rise Gold Corp.,sec_edgar,,,lever,rise,32
TMD Energy Ltd,sec_edgar,,,,,0
Argentina Lithium & Energy Corp.,sec_edgar,,,,,0
"Rain Enhancement Technologies Holdco, Inc.","sec_edgar,sec_edgar",,,,,0
Rio Silver Inc.,sec_edgar,,,,,0
BLUE SKY URANIUM CORP.,sec_edgar,,,lever,blue,3
Swvl Holdings Corp,"sec_edgar,sec_edgar",,,,,0
Dreamland Ltd,sec_edgar,,,,,0
Kun Peng International Ltd.,sec_edgar,,,,,0
HCW Biologics Inc.,sec_edgar,,,,,0
"Galera Therapeutics, Inc.",sec_edgar,,,,,0
GIGAMEDIA Ltd,sec_edgar,,,,,0
"PCS Edventures!, Inc.","sec_edgar,sec_edgar",,,,,0
"Wellgistics Health, Inc.",sec_edgar,,,,,0
DUKE Robotics Corp.,"sec_edgar,sec_edgar",,,,,0
COPAUR MINERALS INC.,sec_edgar,,,,,0
NATURAL ALTERNATIVES INTERNATIONAL INC,sec_edgar,,,,,0
"TOMI Environmental Solutions, Inc.",sec_edgar,,,,,0
"AiXin Life International, Inc.",sec_edgar,,,,,0
GMV Minerals Inc.,sec_edgar,,,,,0
Nowigence Inc.,sec_edgar,,,,,0
IBC Advanced Alloys Corp.,sec_edgar,,,,,0
Millennium Group International Holdings Ltd,sec_edgar,,,,,0
BARNWELL INDUSTRIES INC,sec_edgar,,,,,0
"Norris Industries, Inc.",sec_edgar,,,,,0
"Huadi International Group Co., Ltd.",sec_edgar,,,,,0
Medicus Pharma Ltd.,"sec_edgar,sec_edgar",,,,,0
"Cadrenal Therapeutics, Inc.",sec_edgar,,,,,0
"Skkynet Cloud Systems, Inc.",sec_edgar,,,,,0
SAGTEC GLOBAL Ltd,sec_edgar,,,,,0
"Scienture Holdings, Inc.",sec_edgar,,,,,0
Skillful Craftsman Education Technology Ltd,sec_edgar,,,,,0
"Citius Pharmaceuticals, Inc.",sec_edgar,,,,,0
"Guardforce AI Co., Ltd.","sec_edgar,sec_edgar",,,,,0
SeaStar Medical Holding Corp,"sec_edgar,sec_edgar",,,,,0
INNOVATIVE FOOD HOLDINGS INC,sec_edgar,,,,,0
"NewHydrogen, Inc.",sec_edgar,,,,,0
Bravada Gold Corp,sec_edgar,,,,,0
"Dolphin Entertainment, Inc.",sec_edgar,,,,,0
UPAY,sec_edgar,,,,,0
"Brag House Holdings, Inc.",sec_edgar,,,,,0
"CYBERLOQ TECHNOLOGIES, INC.",sec_edgar,,,,,0
CytoMed Therapeutics Ltd,sec_edgar,,,,,0
Linkhome Holdings Inc.,sec_edgar,,,,,0
NOCOPI TECHNOLOGIES INC/MD/,sec_edgar,,,,,0
"IN8BIO, INC.",sec_edgar,,,,,0
T3 Defense Inc.,"sec_edgar,sec_edgar",,,,,0
OceanPal Inc.,sec_edgar,,,,,0
"Zeo ScientifiX, Inc.",sec_edgar,,,,,0
NextPlat Corp,"sec_edgar,sec_edgar",,,,,0
Dogness (International) Corp,sec_edgar,,,,,0
OneConstruction Group Ltd,sec_edgar,,,,,0
Longduoduo Co Ltd,sec_edgar,,,,,0
"Cocrystal Pharma, Inc.",sec_edgar,,,,,0
"Huachen AI Parking Management Technology Holding Co., Ltd",sec_edgar,,,,,0
AmBase Corp,sec_edgar,,,,,0
Intelligent Group Ltd,sec_edgar,,,,,0
"Turbo Energy, S.A.",sec_edgar,,,,,0
SUPA Consolidated Inc.,sec_edgar,,,,,0
Lion Rock Resources Inc.,sec_edgar,,,,,0
INTRUSION INC,sec_edgar,,,,,0
PUBLIC CO MANAGEMENT CORP,sec_edgar,,,greenhouse,public,4
"GT Biopharma, Inc.",sec_edgar,,,,,0
MetaVia Inc.,sec_edgar,,,,,0
Cosmos Health Inc.,sec_edgar,,,,,0
"Thunder Power Holdings, Inc.",sec_edgar,,,,,0
POMDOCTOR Ltd,sec_edgar,,,,,0
SOLAI Ltd,sec_edgar,,,,,0
"Vyome Holdings, Inc",sec_edgar,,,,,0
LOGPROSTYLE INC.,sec_edgar,,,,,0
Linkage Global Inc,"sec_edgar,sec_edgar",,,,,0
"BONK, INC.",sec_edgar,,,,,0
TryHard Holdings Ltd,sec_edgar,,,,,0
Antelope Enterprise Holdings Ltd,sec_edgar,,,,,0
"XERIANT, INC.",sec_edgar,,,,,0
South Star Battery Metals Corp.,sec_edgar,,,,,0
Carlin Gold Corp,sec_edgar,,,,,0
Genenta Science S.p.A.,sec_edgar,,,,,0
"DirectBooking Technology Co., Ltd.",sec_edgar,,,,,0
Greenland Technologies Holding Corp.,sec_edgar,,,,,0
QUOTEMEDIA INC,sec_edgar,,,,,0
Lexaria Bioscience Corp.,sec_edgar,,,,,0
AppTech Payments Corp.,"sec_edgar,sec_edgar",,,,,0
CL Workshop Group Ltd,sec_edgar,,,,,0
"Awaysis Capital, Inc.",sec_edgar,,,,,0
Two Hands Corp,sec_edgar,,,,,0
Nevada Canyon Gold Corp.,sec_edgar,,,,,0
"Picard Medical, Inc.",sec_edgar,,,greenhouse,pm,1
ChowChow Cloud International Holdings Ltd,sec_edgar,,,,,0
AIR INDUSTRIES GROUP,sec_edgar,,,,,0
"United Health Products, Inc.",sec_edgar,,,,,0
"Nixxy, Inc.","sec_edgar,sec_edgar",,,,,0
"Bionano Genomics, Inc.",sec_edgar,,,,,0
PACIFIC HEALTH CARE ORGANIZATION INC,sec_edgar,,,,,0
Caro Holdings Inc.,sec_edgar,,,,,0
ARTS WAY MANUFACTURING CO INC,sec_edgar,,,,,0
First American Uranium Inc.,sec_edgar,,,,,0
T-REX Acquisition Corp.,sec_edgar,,,,,0
"Inhibitor Therapeutics, Inc.",sec_edgar,,,,,0
"Theriva Biologics, Inc.",sec_edgar,,,,,0
AURA SYSTEMS INC,sec_edgar,,,greenhouse,aura,6
Origin Agritech LTD,sec_edgar,,,,,0
Enduro Metals Corp.,sec_edgar,,,,,0
"20/20 Biolabs, Inc.",sec_edgar,,,,,0
BIRKS GROUP INC.,sec_edgar,,,,,0
"M2i Global, Inc.",sec_edgar,,,,,0
MIXED MARTIAL ARTS GROUP LTD,sec_edgar,,,,,0
PicoCELA Inc.,sec_edgar,,,,,0
China Foods Holdings Ltd.,sec_edgar,,,,,0
Good Times Restaurants Inc.,sec_edgar,,,,,0
Karbon-X Corp.,sec_edgar,,,greenhouse,karbon,21
"Cyclerion Therapeutics, Inc.",sec_edgar,,,,,0
Ernexa Therapeutics Inc.,"sec_edgar,sec_edgar",,,,,0
INNOVATIVE DESIGNS INC,sec_edgar,,,,,0
Frequency Exchange Corp.,sec_edgar,,,,,0
Bon Natural Life Ltd,sec_edgar,,,,,0
"Aqua Metals, Inc.",sec_edgar,,,,,0
Greenbriar Sustainable Living Inc.,sec_edgar,,,,,0
Lux Metals Corp.,sec_edgar,,,,,0
ECA Marcellus Trust I,sec_edgar,,,,,0
Ebang International Holdings Inc.,sec_edgar,,,,,0
INNSUITES HOSPITALITY TRUST,sec_edgar,,,,,0
Trio Petroleum Corp,sec_edgar,,,lever,trio,3
WILLAMETTE VALLEY VINEYARDS INC,"sec_edgar,sec_edgar",,,,,0
Nvni Group Ltd,"sec_edgar,sec_edgar",,,,,0
Check-Cap Ltd,sec_edgar,,,,,0
"Aterian, Inc.",sec_edgar,,,,,0
"Mynd.ai, Inc.",sec_edgar,,,greenhouse,ma,1
"ALLURION TECHNOLOGIES, INC.","sec_edgar,sec_edgar",,,,,0
"CLOUDASTRUCTURE, INC.",sec_edgar,,,,,0
Armlogi Holding Corp.,sec_edgar,,,,,0
United Lithium Corp.,sec_edgar,,,,,0
"Cellyan Biotechnology Co., Ltd",sec_edgar,,,,,0
"J-Star Holding Co., Ltd.",sec_edgar,,,,,0
BION ENVIRONMENTAL TECHNOLOGIES INC,sec_edgar,,,,,0
"CISO Global, Inc.",sec_edgar,,,,,0
"XCel Brands, Inc.",sec_edgar,,,,,0
"SurgePays, Inc.",sec_edgar,,,,,0
Phio Pharmaceuticals Corp.,sec_edgar,,,,,0
Taoping Inc.,sec_edgar,,,,,0
"INTENSITY THERAPEUTICS, INC.",sec_edgar,,,,,0
"Moleculin Biotech, Inc.",sec_edgar,,,,,0
CXApp Inc.,"sec_edgar,sec_edgar",,,,,0
ParaZero Technologies Ltd.,sec_edgar,,,greenhouse,pt,7
Creative Media & Community Trust Corp,sec_edgar,,,,,0
"BullFrog AI Holdings, Inc.","sec_edgar,sec_edgar",,,,,0
Gauzy Ltd.,sec_edgar,,,,,0
"Pharma-Bio Serv, Inc.",sec_edgar,,,,,0
Maris Tech Ltd.,"sec_edgar,sec_edgar",,,,,0
"APPYEA, INC",sec_edgar,,,,,0
EDUCATIONAL DEVELOPMENT CORP,sec_edgar,,,,,0
TRINITY BIOTECH PLC,sec_edgar,,,,,0
Peraso Inc.,sec_edgar,,,,,0
"TAP REAL ESTATE TECHNOLOGIES, INC.",sec_edgar,,,,,0
Basel Medical Group Ltd,sec_edgar,,,,,0
Orestone Mining Corp.,sec_edgar,,,,,0
Black Titan Corp,sec_edgar,,,,,0
CN ENERGY GROUP. INC.,sec_edgar,,,,,0
LEGEND POWER SYSTEMS INC.,sec_edgar,,,,,0
Chemomab Therapeutics Ltd.,sec_edgar,,,,,0
Perfect Moment Ltd.,sec_edgar,,,greenhouse,pm,1
"TDH Holdings, Inc.",sec_edgar,,,,,0
GAXOS.AI INC.,sec_edgar,,,,,0
BioLineRx Ltd.,sec_edgar,,,,,0
REGENTIS BIOMATERIALS LTD.,sec_edgar,,,,,0
"Bridgeline Digital, Inc.",sec_edgar,,,,,0
KIORA PHARMACEUTICALS INC,"sec_edgar,sec_edgar",,,,,0
FIRST NILES FINANCIAL INC,"sec_edgar,sec_edgar",,,,,0
Real Messenger Corp,"sec_edgar,sec_edgar",,,,,0
"Sundance Strategies, Inc.",sec_edgar,,,,,0
Semilux International Ltd.,sec_edgar,,,,,0
CBL International Ltd,sec_edgar,,,,,0
"XWELL, Inc.",sec_edgar,,,,,0
VSBLTY GROUPE TECHNOLOGIES CORP.,sec_edgar,,,,,0
reAlpha Tech Corp.,sec_edgar,,,greenhouse,realpha,1
VitaNova Life Sciences Corp,sec_edgar,,,,,0
"Hoth Therapeutics, Inc.",sec_edgar,,,,,0
AIRWA INC.,sec_edgar,,,,,0
Republic Power Group Ltd,sec_edgar,,,,,0
COMPREHENSIVE HEALTHCARE SYSTEMS INC. (CANADA),sec_edgar,,,,,0
LZ Technology Holdings Ltd,sec_edgar,,,,,0
Jackpot Digital Inc.,sec_edgar,,,greenhouse,jackpot,2
OFA Group,sec_edgar,,,,,0
Amesite Inc.,sec_edgar,,,,,0
Electric Royalties Ltd.,sec_edgar,,,,,0
Star Fashion Culture Holdings Ltd,sec_edgar,,,,,0
FOXBY CORP.,sec_edgar,,,,,0
STRATEGIC ACQUISITIONS INC /NV/,sec_edgar,,,,,0
"Solo Brands, Inc.",sec_edgar,,,,,0
Mag Magna Corp,sec_edgar,,,,,0
"MultiSensor AI Holdings, Inc.","sec_edgar,sec_edgar",,,greenhouse,ma,1
JBDI Holdings Ltd,sec_edgar,,,,,0
"Ainos, Inc.","sec_edgar,sec_edgar",,,,,0
"LEAFBUYER TECHNOLOGIES, INC.","sec_edgar,sec_edgar",,,,,0
Fenbo Holdings Ltd,sec_edgar,,,,,0
"ALPHA MODUS HOLDINGS, INC.","sec_edgar,sec_edgar",,,,,0
Regency Silver Corp.,sec_edgar,,,,,0
Raytech Holding Ltd,sec_edgar,,,,,0
Cambium Networks Corp,sec_edgar,,,lever,cambiumnetworks,15
Sky Quarry Inc.,sec_edgar,,,,,0
T Stamp Inc,sec_edgar,,,,,0
REE Automotive Ltd.,sec_edgar,,,,,0
Rail Vision Ltd.,"sec_edgar,sec_edgar",,,,,0
Worksport Ltd,sec_edgar,,,,,0
Ameriwest Critical Metals Inc.,sec_edgar,,,,,0
Lakewood-Amedex Biotherapeutics Inc.,sec_edgar,,,greenhouse,lakewood,1
ATHENA GOLD CORP,sec_edgar,,,greenhouse,athena,1
"Kairos Pharma, LTD.",sec_edgar,,,,,0
Lianhe Sowell International Group Ltd,sec_edgar,,,,,0
"FAST CASUAL CONCEPTS, INC.",sec_edgar,,,,,0
"Aprea Therapeutics, Inc.",sec_edgar,,,,,0
ALR Technologies SG Ltd.,sec_edgar,,,,,0
BTC Digital Ltd.,sec_edgar,,,,,0
BioCorRx Inc.,sec_edgar,,,,,0
SU Group Holdings Ltd,sec_edgar,,,,,0
Creative Global Technology Holdings Ltd,sec_edgar,,,,,0
"FinTrade Sherpa, Inc.",sec_edgar,,,,,0
FGI Industries Ltd.,"sec_edgar,sec_edgar",,,lever,fi,11
SAMFINE CREATION HOLDINGS GROUP Ltd,sec_edgar,,,,,0
"KonaTel, Inc.",sec_edgar,,,,,0
MICROMEM TECHNOLOGIES INC,sec_edgar,,,,,0
HIRU Corp,sec_edgar,,,,,0
"BioCardia, Inc.",sec_edgar,,,,,0
Fast Track Group,sec_edgar,,,,,0
Summit Networks Inc.,sec_edgar,,,,,0
"Algorhythm Holdings, Inc.",sec_edgar,,,,,0
ZeroStack Corp.,sec_edgar,,,,,0
"CalciMedica, Inc.",sec_edgar,,,,,0
BIOVIE INC.,"sec_edgar,sec_edgar",,,,,0
Golden Arrow Resources Corp,sec_edgar,,,,,0
Eastern International Ltd.,sec_edgar,,,,,0
CORE SILVER CORP.,sec_edgar,,,,,0
APPlife Digital Solutions Inc,sec_edgar,,,,,0
"Ostin Technology Group Co., Ltd.",sec_edgar,,,,,0
"Adia Nutrition, Inc.",sec_edgar,,,,,0
SKK Holdings Ltd,sec_edgar,,,,,0
"Hawkeye Systems, Inc.",sec_edgar,,,greenhouse,hs,28
"Quoin Pharmaceuticals, Ltd.",sec_edgar,,,,,0
MARINE PETROLEUM TRUST,sec_edgar,,,,,0
AVALON HOLDINGS CORP,sec_edgar,,,,,0
Kaixin Holdings,sec_edgar,,,,,0
Globavend Holdings Ltd,sec_edgar,,,,,0
GPM Metals Inc.,sec_edgar,,,,,0
"BIOREGENX, INC.",sec_edgar,,,,,0
Biofrontera Inc.,"sec_edgar,sec_edgar",,,,,0
SOS Ltd,sec_edgar,,,,,0
"Our Bond, Inc.",sec_edgar,,,,,0
"Quarta-Rad, Inc.",sec_edgar,,,greenhouse,qr,2
TORQ RESOURCES INC.,sec_edgar,,,greenhouse,torq,51
Bell Copper Corp,sec_edgar,,,,,0
INNEOVA Holdings Ltd,sec_edgar,,,,,0
"Inotiv, Inc.",sec_edgar,,,,,0
"SenesTech, Inc.",sec_edgar,,,,,0
Clean Vision Corp,sec_edgar,,,,,0
QUHUO Ltd,"sec_edgar,sec_edgar",,,,,0
Gulf Coast Ultra Deep Royalty Trust,sec_edgar,,,,,0
Curanex Pharmaceuticals Inc,sec_edgar,,,,,0
Fusion Fuel Green PLC,sec_edgar,,,,,0
Sabio Holdings Inc.,sec_edgar,,,,,0
Ten-League International Holdings Ltd,sec_edgar,,,,,0
Smart Powerr Corp.,sec_edgar,,,,,0
"Adapti, Inc.",sec_edgar,,,,,0
CHICAGO RIVET & MACHINE CO,sec_edgar,,,greenhouse,chicago,1
RED CANYON RESOURCES LTD.,sec_edgar,,,,,0
HUGOTON ROYALTY TRUST,sec_edgar,,,,,0
PSYENCE BIOMEDICAL LTD.,"sec_edgar,sec_edgar",,,,,0
NYMOX PHARMACEUTICAL CORP,sec_edgar,,,,,0
Big Tree Cloud Holdings Ltd,"sec_edgar,sec_edgar",,,,,0
"Sintx Technologies, Inc.",sec_edgar,,,,,0
"PURE BIOSCIENCE, INC.",sec_edgar,,,,,0
SCIENTIFIC INDUSTRIES INC,sec_edgar,,,greenhouse,si,4
One Bullion Ltd,sec_edgar,,,,,0
CaliberCos Inc.,sec_edgar,,,,,0
ZINCORE METALS INC,sec_edgar,,,,,0
Genvor Inc,sec_edgar,,,,,0
MEDICURE INC,sec_edgar,,,,,0
CCH Holdings Ltd,sec_edgar,,,,,0
"Entrex Carbon Market, Inc.",sec_edgar,,,,,0
Crypto Co,sec_edgar,,,lever,crypto,115
"Imunon, Inc.",sec_edgar,,,,,0
Elite Express Holding Inc.,sec_edgar,,,greenhouse,elite,18
AMERICAN SHARED HOSPITAL SERVICES,sec_edgar,,,,,0
ZTEST ELECTRONICS INC /FI,sec_edgar,,,,,0
Yunji Inc.,sec_edgar,,,,,0
"Bolt Biotherapeutics, Inc.",sec_edgar,,,,,0
"VerifyMe, Inc.",sec_edgar,,,,,0
Data Storage Corp,"sec_edgar,sec_edgar",,,,,0
Green Circle Decarbonize Technology Ltd,sec_edgar,,,,,0
Evogene Ltd.,sec_edgar,,,,,0
"Royale Energy, Inc.",sec_edgar,,,,,0
DSwiss Inc,sec_edgar,,,,,0
"SideChannel, Inc.",sec_edgar,,,,,0
OneMeta Inc.,sec_edgar,,,,,0
"Co-Diagnostics, Inc.",sec_edgar,,,,,0
EQUATOR Beverage Co,sec_edgar,,,,,0
"CAMBER ENERGY, INC.",sec_edgar,,,,,0
YUNHONG GREEN CTI LTD.,sec_edgar,,,,,0
Addex Therapeutics Ltd.,sec_edgar,,,,,0
Verses AI Inc.,sec_edgar,,,,,0
Datasea Intelligent Technology Ltd.,sec_edgar,,,,,0
EURO TECH HOLDINGS CO LTD,sec_edgar,,,,,0
Jet.AI Inc.,sec_edgar,,,,,0
"Clean Energy Technologies, Inc.",sec_edgar,,,,,0
Yimutian Inc.,sec_edgar,,,,,0
URZ3 ENERGY CORP.,sec_edgar,,,,,0
CEMTREX INC,"sec_edgar,sec_edgar",,,,,0
"Tokyo Lifestyle Co., Ltd.",sec_edgar,,,,,0
"Cyber Enviro-Tech, Inc.",sec_edgar,,,,,0
NuCana plc,sec_edgar,,,,,0
"KwikClick, Inc.",sec_edgar,,,,,0
EMERSON RADIO CORP,sec_edgar,,,,,0
"Myseum.AI, Inc.","sec_edgar,sec_edgar",,,greenhouse,ma,1
LOBO TECHNOLOGIES LTD.,sec_edgar,,,,,0
"Liminatus Pharma, Inc.","sec_edgar,sec_edgar",,,,,0
MORIEN RESOURCES CORP.,sec_edgar,,,,,0
Northann Corp.,sec_edgar,,,,,0
"CYABRA, INC.",sec_edgar,,,,,0
CLEARONE INC,sec_edgar,,,,,0
"Genprex, Inc.",sec_edgar,,,,,0
"Super League Enterprise, Inc.",sec_edgar,,,greenhouse,super,223
Mint Inc Ltd,sec_edgar,,,,,0
"Track Group, Inc.",sec_edgar,,,,,0
WF Holding Ltd,sec_edgar,,,,,0
Interra Copper Corp.,sec_edgar,,,,,0
"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",sec_edgar,,,greenhouse,cmt,2
"Nauticus Robotics, Inc.","sec_edgar,sec_edgar",,,,,0
"PharmaCyte Biotech, Inc.",sec_edgar,,,,,0
SUNRISE REAL ESTATE GROUP INC,sec_edgar,,,greenhouse,sunrise,26
"HNO International, Inc.",sec_edgar,,,,,0
GrowHub Ltd,sec_edgar,,,,,0
Bitcoin Depot Inc.,"sec_edgar,sec_edgar",,,,,0
Intelligent Living Application Group Inc.,sec_edgar,,,,,0
Lunai Bioworks Inc.,sec_edgar,,,,,0
Alpha Compute Corp,sec_edgar,,,,,0
"ORIGINCLEAR, INC.",sec_edgar,,,,,0
First Canadian Graphite Inc.,sec_edgar,,,,,0
FBS Global Ltd,sec_edgar,,,,,0
"Vivos Therapeutics, Inc.",sec_edgar,,,,,0
"Caring Brands, Inc.",sec_edgar,,,,,0
Immuron Ltd,sec_edgar,,,,,0
"Acurx Pharmaceuticals, Inc.",sec_edgar,,,,,0
"GPO Plus, Inc.",sec_edgar,,,,,0
BRAINSTORM CELL THERAPEUTICS INC.,sec_edgar,,,,,0
CFN Enterprises Inc.,sec_edgar,,,,,0
"Aclarion, Inc.","sec_edgar,sec_edgar",,,,,0
Recharge Resources Ltd.,"sec_edgar,sec_edgar",,,greenhouse,recharge,3
"Tenon Medical, Inc.","sec_edgar,sec_edgar",,,greenhouse,tenon,1
ARB IOT Group Ltd,sec_edgar,,,,,0
European Energy Metals Corp.,sec_edgar,,,,,0
Robin Energy Ltd.,sec_edgar,,,,,0
CAPTIVA VERDE WELLNESS CORP.,sec_edgar,,,,,0
"HIGH WIRE NETWORKS, INC.",sec_edgar,,,greenhouse,highwire,39
"Vynleads, Inc.",sec_edgar,,,,,0
"Origin Materials, Inc.","sec_edgar,sec_edgar",,,,,0
"cbdMD, Inc.",sec_edgar,,,,,0
HWH International Inc.,sec_edgar,,,,,0
"ReTo Eco-Solutions, Inc.",sec_edgar,,,greenhouse,res,39
"QHSLab, Inc.",sec_edgar,,,,,0
Xiao-I Corp,sec_edgar,,,,,0
Delixy Holdings Ltd,sec_edgar,,,,,0
Sphere 3D Corp.,sec_edgar,,,,,0
"GeoVax Labs, Inc.",sec_edgar,,,,,0
PMGC Holdings Inc.,sec_edgar,,,,,0
"SYNLOGIC, INC.",sec_edgar,,,,,0
Purebase Corp,sec_edgar,,,,,0
OXBRIDGE RE HOLDINGS Ltd,"sec_edgar,sec_edgar",,,,,0
BetterLife Pharma Inc.,sec_edgar,,,,,0
"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES",sec_edgar,,,,,0
Silynxcom Ltd.,sec_edgar,,,,,0
Zicix Corp,sec_edgar,,,,,0
MANNATECH INC,sec_edgar,,,,,0
AKANDA CORP.,sec_edgar,,,,,0
36Kr Holdings Inc.,sec_edgar,,,,,0
BROOKMOUNT EXPLORATIONS INC,sec_edgar,,,,,0
"Kaya Holdings, Inc.",sec_edgar,,,,,0
DarkIris Inc.,sec_edgar,,,,,0
Jayud Global Logistics Ltd,sec_edgar,,,,,0
"bioAffinity Technologies, Inc.","sec_edgar,sec_edgar",,,,,0
TRENCHANT TECHNOLOGIES CAPITAL CORP.,sec_edgar,,,,,0
"JUPITER NEUROSCIENCES, INC.",sec_edgar,,,,,0
"Cavitation Technologies, Inc.",sec_edgar,,,,,0
"Meihua International Medical Technologies Co., Ltd.",sec_edgar,,,,,0
"AMERICAN LITHIUM MINERALS, INC.",sec_edgar,,,,,0
TRIFECTA GOLD LTD,sec_edgar,,,,,0
Agroz Inc.,sec_edgar,,,,,0
Lithium Corp,sec_edgar,,,,,0
enVVeno Medical Corp,sec_edgar,,,,,0
"Aspire Biopharma Holdings, Inc.","sec_edgar,sec_edgar",,,,,0
Advanced Biomed Inc.,sec_edgar,,,,,0
Medirom Healthcare Technologies Inc.,sec_edgar,,,,,0
"Kelyniam Global, Inc.",sec_edgar,,,,,0
BIOMERICA INC,sec_edgar,,,,,0
"VSEE HEALTH, INC.","sec_edgar,sec_edgar",,,,,0
Wah Fu Education Group Ltd,sec_edgar,,,,,0
Can-Fite BioPharma Ltd.,sec_edgar,,,,,0
"MANGOCEUTICALS, INC.",sec_edgar,,,,,0
MILLS MUSIC TRUST,sec_edgar,,,,,0
Kandal M Venture Ltd,sec_edgar,,,,,0
DEFSEC Technologies Inc.,"sec_edgar,sec_edgar",,,,,0
"Processa Pharmaceuticals, Inc.",sec_edgar,,,,,0
Global Engine Group Holding Ltd,sec_edgar,,,,,0
"China SXT Pharmaceuticals, Inc.",sec_edgar,,,,,0
iTonic Holdings Ltd,sec_edgar,,,,,0
MESA ROYALTY TRUST/TX,sec_edgar,,,,,0
Locafy Ltd,"sec_edgar,sec_edgar",,,,,0
Golden Star Resource Corp.,sec_edgar,,,,,0
GD Culture Group Ltd,sec_edgar,,,,,0
"Dror Ortho-Design, Inc.",sec_edgar,,,,,0
Trident Digital Tech Holdings Ltd,sec_edgar,,,greenhouse,trident,6
SILVER HAMMER MINING CORP,sec_edgar,,,,,0
"SOCKET MOBILE, INC.",sec_edgar,,,greenhouse,socket,1
"Infobird Co., Ltd",sec_edgar,,,,,0
Top End Energy Ltd/ADR,"sec_edgar,sec_edgar",,,,,0
JEWETT CAMERON TRADING CO LTD,sec_edgar,,,,,0
NON INVASIVE MONITORING SYSTEMS INC /FL/,sec_edgar,,,,,0
"EWSB Bancorp, Inc. /MD/",sec_edgar,,,,,0
Vestand Inc.,sec_edgar,,,,,0
"Nexalin Technology, Inc.",sec_edgar,,,,,0
ENDRA Life Sciences Inc.,sec_edgar,,,,,0
"Crown Equity Holdings, Inc.",sec_edgar,,,,,0
"Marpai, Inc.",sec_edgar,,,,,0
"Fabric.AI, Inc.",sec_edgar,,,,,0
Autozi Internet Technology (Global) Ltd.,sec_edgar,,,,,0
"Polar Power, Inc.",sec_edgar,,,,,0
NV Gold Corp,sec_edgar,,,,,0
FORTE GROUP HOLDINGS INC.,sec_edgar,,,,,0
"BT Brands, Inc.","sec_edgar,sec_edgar",,,,,0
INTELLIGENT BIO SOLUTIONS INC.,sec_edgar,,,,,0
HiTek Global Inc.,sec_edgar,,,,,0
"NightFood Holdings, Inc.",sec_edgar,,,,,0
"STANDARD PREMIUM FINANCE HOLDINGS, INC.",sec_edgar,,,greenhouse,spf,17
DESTINY MEDIA TECHNOLOGIES INC,sec_edgar,,,,,0
Aptorum Group Ltd,sec_edgar,,,,,0
"BAB, INC.",sec_edgar,,,,,0
"DNA X, Inc.",sec_edgar,,,,,0
DYNAMIC AEROSPACE SYSTEMS Corp,sec_edgar,,,,,0
"Saker Aviation Services, Inc.",sec_edgar,,,greenhouse,sas,5
HONG YUAN HOLDING GROUP,sec_edgar,,,,,0
"urban-gro, Inc.",sec_edgar,,,,,0
TREASURE GLOBAL INC,sec_edgar,,,,,0
"Xenetic Biosciences, Inc.",sec_edgar,,,,,0
CollPlant Biotechnologies Ltd,sec_edgar,,,,,0
Artificial Intelligence Technology Solutions Inc.,sec_edgar,,,,,0
JE Cleantech Holdings Ltd,sec_edgar,,,,,0
Plurilock Security Inc.,sec_edgar,,,,,0
"BASANITE, INC.",sec_edgar,,,,,0
"Zoned Properties, Inc.",sec_edgar,,,,,0
iQSTEL Inc,sec_edgar,,,,,0
Haoxin Holdings Ltd,sec_edgar,,,,,0
"NAPC Defense, Inc.",sec_edgar,,,,,0
"CAPSTONE COMPANIES, INC.",sec_edgar,,,,,0
Future FinTech Group Inc.,sec_edgar,,,greenhouse,future,5
"ADM ENDEAVORS, INC.",sec_edgar,,,,,0
Masonglory Ltd,sec_edgar,,,,,0
DIXIE GROUP INC,sec_edgar,,,,,0
"AMAZE HOLDINGS, INC.",sec_edgar,,,,,0
"Monroe Federal Bancorp, Inc.",sec_edgar,,,,,0
Vicarious Surgical Inc.,"sec_edgar,sec_edgar",,,,,0
CHAODA MODERN AGRICULTURE HOLDINGS LTD /FI,sec_edgar,,,,,0
Megan Holdings Ltd.,sec_edgar,,,,,0
"Professional Diversity Network, Inc.",sec_edgar,,,,,0
Superstar Platforms Inc.,sec_edgar,,,,,0
WEBUY GLOBAL LTD,sec_edgar,,,,,0
"BioAtla, Inc.",sec_edgar,,,,,0
HeartSciences Inc.,"sec_edgar,sec_edgar",,,,,0
PRINCETON CAPITAL CORP,sec_edgar,,,,,0
iSpecimen Inc.,sec_edgar,,,,,0
Stimcell Energetics Inc.,sec_edgar,,,,,0
Eddy Smart Home Solutions Ltd.,sec_edgar,,,,,0
WASTE ENERGY CORP.,sec_edgar,,,,,0
Zhongchao Inc.,sec_edgar,,,,,0
TANTECH HOLDINGS LTD,sec_edgar,,,,,0
XTL BIOPHARMACEUTICALS LTD,sec_edgar,,,,,0
Trillion Energy International Inc.,"sec_edgar,sec_edgar",,,,,0
MOVING iMAGE TECHNOLOGIES INC.,sec_edgar,,,,,0
HEALTHY CHOICE WELLNESS CORP.,sec_edgar,,,,,0
"Silo Pharma, Inc.",sec_edgar,,,,,0
Innovative Eyewear Inc,"sec_edgar,sec_edgar",,,greenhouse,ie,8
BiomX Inc.,sec_edgar,,,,,0
OLENOX INDUSTRIES INC.,sec_edgar,,,,,0
